"diamondType","diamondShape","diamondCarat","diamondColor","diamondClarity","diamondPolish","diamondSymmetry","diamondFluorescence","diamondTable","diamondDepth","diamondX","diamondY","diamondZ","diamondCertification","diamondPrice"
"Natural","Round","1","L","VS2","Excellent","Excellent","None",0.56,0.649,6.2,6.24,4.04,"GIA","2412.00"
"Natural","Round","1","H","VS2","Excellent","Excellent","None",0.56,0.648,6.2,6.24,4.03,"GIA","4277.00"
"Natural","Princess","1","G","FL/IF","Excellent","Very Good","None",0.72,0.661,5.66,5.52,3.65,"GIA","5112.00"
"Natural","Oval","1","E","VS2","Excellent","Excellent","Medium",0.59,0.592,8.67,5.43,3.21,"GIA","5000.00"
"Natural","Marquise","1.0","J","SI1","Excellent","Very Good","None",0.63,0.585,11.06,5.09,2.98,"GIA","3792.00"
"Natural","Marquise","1.0","J","SI1","Excellent","Very Good","None",0.63,0.585,11.06,5.09,2.98,"GIA","3792.00"
"Natural","Marquise","1.0","J","SI1","Excellent","Very Good","None",0.63,0.585,11.06,5.09,2.98,"GIA","3792.00"
"Natural","Marquise","1.0","J","SI1","Excellent","Very Good","None",0.63,0.585,11.06,5.09,2.98,"GIA","3792.00"
"Natural","Marquise","1.0","J","SI1","Excellent","Very Good","None",0.63,0.585,11.06,5.09,2.98,"GIA","3792.00"
"Natural","Round","1","G","SI2","Excellent","Excellent","None",0.6,0.612,6.42,6.47,3.94,"GIA","3176.00"
"Natural","Pear","1","E","VVS2","Excellent","Excellent","Faint",0.61,0.608,8.93,5.49,3.34,"GIA","7794.00"
"Natural","Round","1","K","VS1","Excellent","Very Good","Faint",0.59,0.644,6.18,6.25,4,"GIA","2900.00"
"Natural","Emerald","1","G","VS1","Excellent","Excellent","None",0.66,0.682,6.61,4.79,3.27,"GIA","4878.00"
"Natural","Princess","1","F","VS1","Very Good","Excellent","None",0.74,0.69,5.72,5.56,3.83,"GIA","4758.00"
"Natural","Pear","1","I","SI2","Excellent","Very Good","None",0.63,0.656,8.28,5.48,3.59,"GIA","2302.00"
"Natural","Pear","1","G","VS1","Excellent","Excellent","None",0.59,0.64,8.4,5.53,3.54,"GIA","6927.00"
"Natural","Pear","1","H","VS2","Excellent","Excellent","None",0.6,0.627,8.8,5.5,3.45,"GIA","5401.00"
"Natural","Round","1","H","VS1","Excellent","Excellent","None",0.59,0.605,6.46,6.48,3.91,"GIA","6188.00"
"Natural","Princess","1.0","F","VS2","Excellent","Very Good","None",0.71,0.808,5.3,5.11,4.13,"GIA","3732.00"
"Natural","Round","1.0","I","VS1","Excellent","Very Good","None",0.55,0.647,6.16,6.25,4.02,"GIA","4086.00"
"Natural","Pear","1","J","SI1","Excellent","Excellent","None",0.62,0.633,8.53,5.46,3.45,"GIA","2805.00"
"Natural","Oval","1","E","VS1","Excellent","Excellent","Faint",0.59,0.61,8.29,5.48,3.34,"GIA","7289.00"
"Natural","Oval","1","E","VS2","Excellent","Excellent","Faint",0.58,0.629,8.14,5.43,3.41,"GIA","5982.00"
"Natural","Oval","1","F","VS2","Very Good","Very Good","None",0.58,0.621,7.56,5.67,3.53,"GIA","4987.00"
"Natural","Oval","1","G","VS1","Excellent","Excellent","None",0.57,0.614,7.88,5.48,3.37,"GIA","6466.00"
"Natural","Oval","1","E","VS1","Excellent","Very Good","None",0.62,0.644,7.47,5.61,3.61,"GIA","5448.00"
"Natural","Pear","1","E","VVS1","Excellent","Very Good","Faint",0.61,0.615,8.47,5.57,3.43,"GIA","8059.00"
"Natural","Round","1","D","VS1","Excellent","Excellent","Faint",0.56,0.627,6.38,6.43,4.01,"GIA","7509.00"
"Natural","Round","1","D","VVS1","Excellent","Excellent","None",0.55,0.64,6.24,6.27,4.01,"GIA","9802.00"
"Natural","Round","1","M","VVS2","Excellent","Very Good","Faint",0.56,0.632,6.31,6.36,4.01,"GIA","2368.00"
"Natural","Round","1","D","VVS1","Excellent","Very Good","None",0.56,0.648,6.16,6.24,4.01,"GIA","9368.00"
"Natural","Princess","1.0","E","SI2","Very Good","Very Good","None",0.78,0.698,5.66,5.58,3.9,"GIA","2412.00"
"Natural","Oval","1","D","VS2","Excellent","Excellent","None",0.6,0.632,7.47,5.58,3.52,"GIA","6099.00"
"Natural","Oval","1","D","SI1","Excellent","Excellent","Strong",0.6,0.628,8.44,5.27,3.31,"GIA","3966.00"
"Natural","Oval","1","E","VS2","Excellent","Excellent","Strong",0.6,0.629,8.23,5.49,3.45,"GIA","4917.00"
"Natural","Oval","1","J","SI2","Excellent","Very Good","None",0.6,0.635,7.62,5.65,3.58,"GIA","1983.00"
"Natural","Pear","1","D","VS2","Very Good","Very Good","Medium",0.61,0.613,8.46,5.53,3.39,"GIA","4828.00"
"Natural","Pear","1","G","VS1","Excellent","Very Good","None",0.62,0.634,8.39,5.51,3.5,"GIA","6165.00"
"Natural","Round","1","I","SI1","Excellent","Excellent","None",0.58,0.625,6.35,6.39,3.98,"GIA","3743.00"
"Natural","Round","1","G","SI2","Excellent","Excellent","None",0.6,0.615,6.4,6.44,3.95,"GIA","3159.00"
"Natural","Pear","1.0","H","VS1","Excellent","Very Good","Faint",0.55,0.674,8.97,5.26,3.54,"GIA","5326.00"
"Natural","Pear","1.0","H","VS1","Excellent","Very Good","Faint",0.55,0.674,8.97,5.26,3.54,"GIA","5326.00"
"Natural","Pear","1.0","H","VS1","Excellent","Very Good","Faint",0.55,0.674,8.97,5.26,3.54,"GIA","5326.00"
"Natural","Pear","1.0","H","VS1","Excellent","Very Good","Faint",0.55,0.674,8.97,5.26,3.54,"GIA","5327.00"
"Natural","Pear","1.0","H","VS1","Excellent","Very Good","Faint",0.55,0.674,8.97,5.26,3.54,"GIA","5327.00"
"Natural","Oval","1","F","SI2","Excellent","Excellent","None",0.62,0.629,8.18,5.45,3.43,"GIA","3177.00"
"Natural","Pear","1","F","VVS1","Excellent","Excellent","None",0.62,0.614,8.55,5.48,3.36,"GIA","8023.00"
"Natural","Round","1","K","VS2","Excellent","Very Good","None",0.58,0.628,6.33,6.39,3.99,"GIA","3049.00"
"Natural","Round","1","I","VS2","Excellent","Very Good","None",0.58,0.648,6.15,6.23,4.01,"GIA","3511.00"
"Natural","Round","1","J","VS1","Excellent","Excellent","None",0.56,0.649,6.18,6.22,4.03,"GIA","3831.00"
"Natural","Round","1","K","VS1","Excellent","Excellent","Faint",0.6,0.594,6.48,6.52,3.86,"GIA","3384.00"
"Natural","Round","1.0","F","SI1","Excellent","Excellent","None",0.57,0.626,6.32,6.37,3.97,"GIA","5240.00"
"Natural","Round","1.0","F","SI1","Excellent","Excellent","None",0.57,0.626,6.32,6.37,3.97,"GIA","5240.00"
"Natural","Round","1.0","F","SI1","Excellent","Excellent","None",0.57,0.626,6.32,6.37,3.97,"GIA","5240.00"
"Natural","Round","1.0","F","SI1","Excellent","Excellent","None",0.57,0.626,6.32,6.37,3.97,"GIA","5242.00"
"Natural","Round","1.0","F","SI1","Excellent","Excellent","None",0.57,0.626,6.32,6.37,3.97,"GIA","5243.00"
"Natural","Round","1.0","I","VS2","Excellent","Very Good","Faint",0.57,0.649,6.15,6.23,4.02,"GIA","3280.00"
"Natural","Round","1.0","I","VS2","Excellent","Very Good","Faint",0.57,0.649,6.15,6.23,4.02,"GIA","3280.00"
"Natural","Round","1.0","I","VS2","Excellent","Very Good","Faint",0.57,0.649,6.15,6.23,4.02,"GIA","3281.00"
"Natural","Round","1.0","I","VS2","Excellent","Very Good","Faint",0.57,0.649,6.15,6.23,4.02,"GIA","3282.00"
"Natural","Round","1.0","I","VS2","Excellent","Very Good","Faint",0.57,0.649,6.15,6.23,4.02,"GIA","3282.00"
"Natural","Oval","1","F","VS1","Excellent","Very Good","Strong",0.59,0.623,7.56,5.6,3.49,"GIA","4420.00"
"Natural","Princess","1","G","VVS2","Excellent","Very Good","Faint",0.71,0.723,5.42,5.28,3.82,"GIA","4029.00"
"Natural","Oval","1","G","SI2","Excellent","Very Good","None",0.62,0.632,7.49,5.59,3.53,"GIA","2804.00"
"Natural","Oval","1","H","VS1","Very Good","Excellent","None",0.61,0.618,8.21,5.38,3.33,"GIA","5324.00"
"Natural","Round","1","D","VVS1","Excellent","Very Good","None",0.57,0.646,6.18,6.25,4.02,"GIA","9012.00"
"Natural","Round","1","M","VS2","Excellent","Excellent","None",0.58,0.616,6.39,6.43,3.95,"GIA","2455.00"
"Natural","Princess","1","D","VVS2","Excellent","Very Good","None",0.73,0.737,5.32,5.28,3.9,"GIA","6001.00"
"Natural","Pear","1","G","FL/IF","Excellent","Excellent","None",0.62,0.587,9.23,5.57,3.27,"GIA","8050.00"
"Natural","Oval","1","G","SI1","Excellent","Good","None",0.62,0.678,NA,NA,NA,"GIA","4019.00"
"Natural","Pear","1","I","VS1","Excellent","Very Good","None",0.62,0.651,8.2,5.33,3.47,"GIA","5020.00"
"Natural","Pear","1","I","VS1","Excellent","Very Good","None",0.62,0.651,8.2,5.33,3.47,"GIA","5020.00"
"Natural","Pear","1","I","VS1","Excellent","Very Good","None",0.62,0.651,8.2,5.33,3.47,"GIA","5021.00"
"Natural","Pear","1","I","VS1","Excellent","Very Good","None",0.62,0.651,8.2,5.33,3.47,"GIA","5021.00"
"Natural","Pear","1","I","VS1","Excellent","Very Good","None",0.62,0.651,8.2,5.33,3.47,"GIA","5021.00"
"Natural","Oval","1","E","VVS1","Excellent","Very Good","None",0.6,0.63,8.22,5.29,3.33,"GIA","8546.00"
"Natural","Pear","1","D","VS2","Very Good","Very Good","None",0.61,0.631,8.72,5.39,3.4,"GIA","6323.00"
"Natural","Round","1","M","VVS2","Excellent","Excellent","Faint",0.57,0.624,6.38,6.41,3.99,"GIA","2583.00"
"Natural","Round","1","I","VS1","Excellent","Very Good","Faint",0.56,0.644,6.21,6.25,4.01,"GIA","3815.00"
"Natural","Oval","1","H","SI2","Excellent","Very Good","None",0.58,0.633,7.99,5.51,3.49,"GIA","2761.00"
"Natural","Oval","1","H","VS2","Excellent","Very Good","None",0.58,0.624,7.56,5.6,3.5,"GIA","3711.00"
"Natural","Oval","1.0","F","SI1","Excellent","Very Good","Strong",0.62,0.592,7.88,5.75,3.4,"GIA","3602.00"
"Natural","Oval","1.0","F","SI1","Excellent","Very Good","Strong",0.62,0.592,7.88,5.75,3.4,"GIA","3602.00"
"Natural","Oval","1.0","F","SI1","Excellent","Very Good","Strong",0.62,0.592,7.88,5.75,3.4,"GIA","3602.00"
"Natural","Oval","1.0","F","SI1","Excellent","Very Good","Strong",0.62,0.592,7.88,5.75,3.4,"GIA","3604.00"
"Natural","Oval","1.0","F","SI1","Excellent","Very Good","Strong",0.62,0.592,7.88,5.75,3.4,"GIA","3604.00"
"Natural","Princess","1.0","E","SI2","Excellent","Very Good","None",0.76,0.761,5.49,5.3,4.03,"GIA","2236.00"
"Natural","Radiant","1.0","I","SI2","Excellent","Very Good","None",0.72,0.65,7.63,4.8,3.12,"GIA","2048.00"
"Natural","Radiant","1.0","I","SI2","Excellent","Very Good","None",0.72,0.65,7.63,4.8,3.12,"GIA","2048.00"
"Natural","Radiant","1.0","I","SI2","Excellent","Very Good","None",0.72,0.65,7.63,4.8,3.12,"GIA","2048.00"
"Natural","Radiant","1.0","I","SI2","Excellent","Very Good","None",0.72,0.65,7.63,4.8,3.12,"GIA","2048.00"
"Natural","Radiant","1.0","I","SI2","Excellent","Very Good","None",0.72,0.65,7.63,4.8,3.12,"GIA","2050.00"
"Natural","Oval","1.0","H","SI2","Excellent","Excellent","Faint",0.57,0.74,6.88,5.29,3.91,"GIA","1618.00"
"Natural","Oval","1.0","J","SI2","Excellent","Very Good","None",0.62,0.627,7.68,5.72,3.59,"GIA","2140.00"
"Natural","Oval","1.0","J","SI2","Excellent","Very Good","None",0.62,0.627,7.68,5.72,3.59,"GIA","2140.00"
"Natural","Oval","1.0","J","SI2","Excellent","Very Good","None",0.62,0.627,7.68,5.72,3.59,"GIA","2140.00"
"Natural","Oval","1.0","J","SI2","Excellent","Very Good","None",0.62,0.627,7.68,5.72,3.59,"GIA","2140.00"
"Natural","Oval","1.0","J","SI2","Excellent","Very Good","None",0.62,0.627,7.68,5.72,3.59,"GIA","2140.00"
"Natural","Oval","1.0","I","SI2","Excellent","Very Good","None",0.57,0.658,7.81,5.42,3.57,"GIA","2362.00"
"Natural","Oval","1.0","I","SI2","Excellent","Very Good","None",0.57,0.658,7.81,5.42,3.57,"GIA","2362.00"
"Natural","Oval","1.0","I","SI2","Excellent","Very Good","None",0.57,0.658,7.81,5.42,3.57,"GIA","2362.00"
"Natural","Oval","1.0","I","SI2","Excellent","Very Good","None",0.57,0.658,7.81,5.42,3.57,"GIA","2362.00"
"Natural","Oval","1.0","I","SI2","Excellent","Very Good","None",0.57,0.658,7.81,5.42,3.57,"GIA","2362.00"
"Natural","Princess","1.0","K","SI1","Excellent","Very Good","None",0.77,0.749,5.54,5.37,4.03,"GIA","1878.00"
"Natural","Pear","1.0","G","SI1","Excellent","Very Good","None",0.61,0.642,8.53,5.47,3.51,"GIA","3969.00"
"Natural","Pear","1.0","G","SI1","Excellent","Very Good","None",0.61,0.642,8.53,5.47,3.51,"GIA","3969.00"
"Natural","Pear","1.0","G","SI1","Excellent","Very Good","None",0.61,0.642,8.53,5.47,3.51,"GIA","3969.00"
"Natural","Pear","1.0","G","SI1","Excellent","Very Good","None",0.61,0.642,8.53,5.47,3.51,"GIA","3969.00"
"Natural","Pear","1.0","G","SI1","Excellent","Very Good","None",0.61,0.642,8.53,5.47,3.51,"GIA","3969.00"
"Natural","Round","1.0","F","SI2","Excellent","Excellent","None",0.57,0.625,6.33,6.37,3.97,"GIA","3481.00"
"Natural","Round","1.0","E","SI2","Excellent","Excellent","None",0.58,0.622,6.37,6.41,3.98,"GIA","3735.00"
"Natural","Round","1.0","E","SI2","Excellent","Excellent","None",0.58,0.622,6.37,6.41,3.98,"GIA","3735.00"
"Natural","Round","1.0","E","SI2","Excellent","Excellent","None",0.58,0.622,6.37,6.41,3.98,"GIA","3737.00"
"Natural","Round","1.0","E","SI2","Excellent","Excellent","None",0.58,0.622,6.37,6.41,3.98,"GIA","3738.00"
"Natural","Round","1.0","E","SI2","Excellent","Excellent","None",0.58,0.622,6.37,6.41,3.98,"GIA","3738.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.54,0.621,6.36,6.4,3.97,"GIA","3620.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.57,0.623,6.37,6.39,3.97,"GIA","3376.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.57,0.623,6.37,6.39,3.97,"GIA","3376.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.57,0.623,6.37,6.39,3.97,"GIA","3376.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.57,0.623,6.37,6.39,3.97,"GIA","3376.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.57,0.623,6.37,6.39,3.97,"GIA","3376.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.59,0.622,6.36,6.39,3.96,"GIA","3469.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.59,0.622,6.36,6.39,3.96,"GIA","3469.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.59,0.622,6.36,6.39,3.96,"GIA","3470.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.59,0.622,6.36,6.39,3.96,"GIA","3471.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.59,0.622,6.36,6.39,3.96,"GIA","3471.00"
"Natural","Round","1.0","K","VS2","Excellent","Excellent","None",0.62,0.603,6.42,6.47,3.89,"GIA","3182.00"
"Natural","Round","1.0","K","VS2","Excellent","Excellent","None",0.62,0.603,6.42,6.47,3.89,"GIA","3182.00"
"Natural","Round","1.0","K","VS2","Excellent","Excellent","None",0.62,0.603,6.42,6.47,3.89,"GIA","3182.00"
"Natural","Round","1.0","K","VS2","Excellent","Excellent","None",0.62,0.603,6.42,6.47,3.89,"GIA","3182.00"
"Natural","Round","1.0","K","VS2","Excellent","Excellent","None",0.62,0.603,6.42,6.47,3.89,"GIA","3183.00"
"Natural","Round","1.0","H","SI1","Excellent","Excellent","None",0.57,0.626,6.32,6.37,3.97,"GIA","4023.00"
"Natural","Round","1.0","H","SI1","Excellent","Excellent","None",0.57,0.626,6.32,6.37,3.97,"GIA","4023.00"
"Natural","Round","1.0","H","SI1","Excellent","Excellent","None",0.57,0.626,6.32,6.37,3.97,"GIA","4023.00"
"Natural","Round","1.0","H","SI1","Excellent","Excellent","None",0.57,0.626,6.32,6.37,3.97,"GIA","4023.00"
"Natural","Round","1.0","H","SI1","Excellent","Excellent","None",0.57,0.626,6.32,6.37,3.97,"GIA","4023.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.59,0.624,6.36,6.41,3.99,"GIA","3532.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.59,0.624,6.36,6.41,3.99,"GIA","3532.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.59,0.624,6.36,6.41,3.99,"GIA","3532.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.59,0.624,6.36,6.41,3.99,"GIA","3532.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.59,0.624,6.36,6.41,3.99,"GIA","3532.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.56,0.626,6.35,6.39,3.99,"GIA","3542.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.56,0.626,6.35,6.39,3.99,"GIA","3542.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.56,0.626,6.35,6.39,3.99,"GIA","3542.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.56,0.626,6.35,6.39,3.99,"GIA","3542.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.56,0.626,6.35,6.39,3.99,"GIA","3542.00"
"Natural","Round","1.0","G","VS2","Excellent","Very Good","None",0.58,0.626,6.3,6.38,3.97,"GIA","5464.00"
"Natural","Round","1.0","F","SI1","Excellent","Excellent","None",0.58,0.627,6.34,6.38,3.99,"GIA","5207.00"
"Natural","Round","1.0","F","SI1","Excellent","Excellent","None",0.58,0.627,6.34,6.38,3.99,"GIA","5207.00"
"Natural","Round","1.0","F","SI1","Excellent","Excellent","None",0.58,0.627,6.34,6.38,3.99,"GIA","5207.00"
"Natural","Round","1.0","F","SI1","Excellent","Excellent","None",0.58,0.627,6.34,6.38,3.99,"GIA","5207.00"
"Natural","Round","1.0","F","SI1","Excellent","Excellent","None",0.58,0.627,6.34,6.38,3.99,"GIA","5208.00"
"Natural","Round","1.0","J","VS2","Excellent","Very Good","Medium",0.56,0.632,6.29,6.37,4,"GIA","3013.00"
"Natural","Round","1.0","I","VS2","Excellent","Very Good","None",0.56,0.6,6.47,6.52,3.89,"GIA","4405.00"
"Natural","Round","1.0","I","VS2","Excellent","Very Good","None",0.55,0.633,6.31,6.36,4.01,"GIA","3832.00"
"Natural","Round","1.0","I","VS2","Excellent","Very Good","None",0.55,0.633,6.31,6.36,4.01,"GIA","3832.00"
"Natural","Round","1.0","I","VS2","Excellent","Very Good","None",0.55,0.633,6.31,6.36,4.01,"GIA","3833.00"
"Natural","Round","1.0","I","VS2","Excellent","Very Good","None",0.55,0.633,6.31,6.36,4.01,"GIA","3833.00"
"Natural","Round","1.0","I","VS2","Excellent","Very Good","None",0.55,0.633,6.31,6.36,4.01,"GIA","3834.00"
"Natural","Round","1.0","G","VS1","Excellent","Excellent","None",0.59,0.609,6.44,6.47,3.93,"GIA","7884.00"
"Natural","Round","1.0","G","VS2","Excellent","Very Good","None",0.56,0.626,6.32,6.37,3.98,"GIA","5569.00"
"Natural","Round","1.0","G","VS2","Excellent","Very Good","None",0.56,0.626,6.32,6.37,3.98,"GIA","5569.00"
"Natural","Round","1.0","G","VS2","Excellent","Very Good","None",0.56,0.626,6.32,6.37,3.98,"GIA","5569.00"
"Natural","Round","1.0","G","VS2","Excellent","Very Good","None",0.56,0.626,6.32,6.37,3.98,"GIA","5569.00"
"Natural","Round","1.0","G","VS2","Excellent","Very Good","None",0.56,0.626,6.32,6.37,3.98,"GIA","5570.00"
"Natural","Round","1.0","E","VS1","Excellent","Very Good","None",0.57,0.625,6.3,6.39,3.96,"GIA","7597.00"
"Natural","Round","1.0","J","VS1","Excellent","Very Good","Medium",0.56,0.629,6.29,6.37,3.98,"GIA","3239.00"
"Natural","Round","1.0","J","VS1","Excellent","Very Good","Medium",0.56,0.629,6.29,6.37,3.98,"GIA","3239.00"
"Natural","Round","1.0","J","VS1","Excellent","Very Good","Medium",0.56,0.629,6.29,6.37,3.98,"GIA","3239.00"
"Natural","Round","1.0","J","VS1","Excellent","Very Good","Medium",0.56,0.629,6.29,6.37,3.98,"GIA","3239.00"
"Natural","Round","1.0","J","VS1","Excellent","Very Good","Medium",0.56,0.629,6.29,6.37,3.98,"GIA","3239.00"
"Natural","Pear","1.0","D","VS1","Excellent","Very Good","None",0.61,0.617,8.26,5.52,3.4,"GIA","7492.00"
"Natural","Round","1.0","I","SI1","Excellent","Excellent","None",0.58,0.624,6.34,6.38,3.97,"GIA","3733.00"
"Natural","Round","1.0","J","VS2","Very Good","Excellent","None",0.58,0.629,6.32,6.36,3.99,"GIA","3797.00"
"Natural","Round","1.0","J","VS2","Very Good","Excellent","None",0.58,0.629,6.32,6.36,3.99,"GIA","3797.00"
"Natural","Round","1.0","J","VS2","Very Good","Excellent","None",0.58,0.629,6.32,6.36,3.99,"GIA","3797.00"
"Natural","Round","1.0","J","VS2","Very Good","Excellent","None",0.58,0.629,6.32,6.36,3.99,"GIA","3797.00"
"Natural","Round","1.0","J","VS2","Very Good","Excellent","None",0.58,0.629,6.32,6.36,3.99,"GIA","3797.00"
"Natural","Oval","1","J","SI2","Excellent","Excellent","Faint",0.61,0.618,7.55,5.55,3.43,"GIA","1799.00"
"Natural","Round","1","J","VS1","Excellent","Excellent","None",0.57,0.628,6.26,6.3,3.94,"GIA","3448.00"
"Natural","Pear","1.0","G","VS1","Excellent","Very Good","Faint",0.69,0.603,8.04,5.45,3.28,"GIA","5302.00"
"Natural","Round","1.0","H","VS2","Excellent","Very Good","Faint",0.56,0.648,6.17,6.25,4.02,"GIA","4550.00"
"Natural","Round","1.0","H","VS2","Excellent","Very Good","Faint",0.56,0.648,6.17,6.25,4.02,"GIA","4551.00"
"Natural","Round","1.0","H","VS2","Excellent","Very Good","Faint",0.56,0.648,6.17,6.25,4.02,"GIA","4552.00"
"Natural","Round","1.0","H","VS2","Excellent","Very Good","Faint",0.56,0.648,6.17,6.25,4.02,"GIA","4553.00"
"Natural","Round","1.0","H","VS2","Excellent","Very Good","Faint",0.56,0.648,6.17,6.25,4.02,"GIA","4553.00"
"Natural","Round","1.0","I","VS2","Excellent","Excellent","None",0.56,0.633,6.32,6.36,4.01,"GIA","4754.00"
"Natural","Princess","1","F","VS1","Excellent","Very Good","None",0.74,0.726,5.64,5.47,3.97,"GIA","4533.00"
"Natural","Round","1","M","SI2","Very Good","Very Good","Medium",0.55,0.645,6.21,NA,NA,"GIA","1817.00"
"Natural","Round","1","I","SI2","Excellent","Excellent","None",0.56,0.631,6.32,NA,NA,"GIA","3476.00"
"Natural","Round","1","I","SI2","Excellent","Excellent","None",0.56,0.631,6.32,NA,NA,"GIA","3476.00"
"Natural","Round","1","I","SI2","Excellent","Excellent","None",0.56,0.631,6.32,NA,NA,"GIA","3476.00"
"Natural","Round","1","I","SI2","Excellent","Excellent","None",0.56,0.631,6.32,NA,NA,"GIA","3476.00"
"Natural","Round","1","I","SI2","Excellent","Excellent","None",0.56,0.631,6.32,NA,NA,"GIA","3477.00"
"Natural","Round","1","H","SI2","Very Good","Very Good","None",0.58,0.638,6.21,NA,NA,"GIA","2834.00"
"Natural","Round","1","H","SI2","Very Good","Very Good","None",0.58,0.638,6.21,NA,NA,"GIA","2834.00"
"Natural","Round","1","H","SI2","Very Good","Very Good","None",0.58,0.638,6.21,NA,NA,"GIA","2834.00"
"Natural","Round","1","H","SI2","Very Good","Very Good","None",0.58,0.638,6.21,NA,NA,"GIA","2834.00"
"Natural","Round","1","H","SI2","Very Good","Very Good","None",0.58,0.638,6.21,NA,NA,"GIA","2834.00"
"Natural","Round","1","G","SI2","Excellent","Excellent","None",0.56,0.631,6.33,NA,NA,"GIA","4248.00"
"Natural","Round","1","G","SI2","Excellent","Very Good","None",0.57,0.645,6.19,NA,NA,"GIA","3426.00"
"Natural","Round","1","G","SI2","Excellent","Very Good","None",0.57,0.645,6.19,NA,NA,"GIA","3426.00"
"Natural","Round","1","G","SI2","Excellent","Very Good","None",0.57,0.645,6.19,NA,NA,"GIA","3426.00"
"Natural","Round","1","G","SI2","Excellent","Very Good","None",0.57,0.645,6.19,NA,NA,"GIA","3426.00"
"Natural","Round","1","G","SI2","Excellent","Very Good","None",0.57,0.645,6.19,NA,NA,"GIA","3427.00"
"Natural","Round","1.0","I","VS2","Excellent","Very Good","None",0.55,0.644,6.19,6.26,4.01,"GIA","3870.00"
"Natural","Round","1.0","I","VS1","Excellent","Very Good","Strong",0.57,0.629,6.31,6.39,3.99,"GIA","3644.00"
"Natural","Oval","1","I","SI1","Excellent","Excellent","None",0.6,0.618,8.17,5.44,3.37,"GIA","3197.00"
"Natural","Oval","1","F","VS2","Excellent","Excellent","Medium",0.61,0.633,7.54,5.63,3.56,"GIA","4432.00"
"Natural","Round","1","H","VS1","Excellent","Excellent","None",0.6,0.608,6.45,6.5,3.93,"GIA","6195.00"
"Natural","Round","1","E","SI1","Excellent","Excellent","None",0.57,0.611,6.48,6.5,3.97,"GIA","5496.00"
"Natural","Pear","1","F","VVS1","Excellent","Excellent","None",0.63,0.639,8.26,5.4,3.45,"GIA","8076.00"
"Natural","Emerald","1.0","D","SI2","Excellent","Very Good","None",0.62,0.708,7.48,4.25,3.01,"GIA","2714.00"
"Natural","Oval","1","G","VS2","Excellent","Very Good","None",0.62,0.592,8.44,5.44,3.22,"GIA","5310.00"
"Natural","Pear","1","E","VVS1","Excellent","Excellent","Faint",0.6,0.58,9.02,5.63,3.27,"GIA","7730.00"
"Natural","Asscher","1.0","E","VS2","Excellent","Excellent","None",0.68,0.698,5.38,5.33,3.72,"GIA","4171.00"
"Natural","Asscher","1.0","E","VS2","Excellent","Excellent","None",0.68,0.698,5.38,5.33,3.72,"GIA","4171.00"
"Natural","Asscher","1.0","E","VS2","Excellent","Excellent","None",0.68,0.698,5.38,5.33,3.72,"GIA","4171.00"
"Natural","Asscher","1.0","E","VS2","Excellent","Excellent","None",0.68,0.698,5.38,5.33,3.72,"GIA","4171.00"
"Natural","Asscher","1.0","E","VS2","Excellent","Excellent","None",0.68,0.698,5.38,5.33,3.72,"GIA","4172.00"
"Natural","Round","1","K","VS1","Excellent","Excellent","None",0.55,0.614,6.43,6.45,3.95,"GIA","3111.00"
"Natural","Cushion","1.0","J","SI1","Excellent","Very Good","None",0.71,0.658,6.92,5.32,3.5,"GIA","1530.00"
"Natural","Cushion","1.0","J","SI1","Excellent","Very Good","None",0.71,0.658,6.92,5.32,3.5,"GIA","1530.00"
"Natural","Cushion","1.0","J","SI1","Excellent","Very Good","None",0.71,0.658,6.92,5.32,3.5,"GIA","1530.00"
"Natural","Cushion","1.0","J","SI1","Excellent","Very Good","None",0.71,0.658,6.92,5.32,3.5,"GIA","1530.00"
"Natural","Cushion","1.0","J","SI1","Excellent","Very Good","None",0.71,0.658,6.92,5.32,3.5,"GIA","1530.00"
"Natural","Pear","1.0","I","VS2","Excellent","Excellent","None",0.6,0.646,8.35,5.5,3.55,"GIA","3297.00"
